IDCNTRY,IDSCHOOL,IDTEALIN,IDTEACH,IDLINK,ITCOURSE,experience,sex,age,prob_class_size,prob_much_material,prob_much_time,prob_need_prep,prob_need_class_time,prob_much_pressure,prob_change_material,prob_admin_tasks,class_size,stud_lang_diff,style_daily_lives,style_explain_work,style_challenge,style_discussion,style_link_previous,style_procedures,style_express_ideas,class_time,stud_explain_new,stud_observe_phenom,stud_demo_exp,stud_plan_exp,stud_conduct_exp,stud_present,stud_interpret,stud_use_evid,stud_read_text,stud_memorize,stud_formulas,stud_field,stud_heterogeneous,stud_homogenous,computer_sci,computer_stud,computer_class,computer_school,computer_class_freq,computer_low_freq,computer_high_freq,computer_spec_freq,hw_freq,hw_time,hw_correct,hw_self_correct,hw_discuss,hw_complete,hw_graded,assess_observe,assess_ask,assess_short,assess_long,assess_projects,pd_hours,language,school_acad_focus_score,limited_by_needs_score,school_safe_score,job_satisfaction_score,emph_investigation_score,school_acad_focus,limited_by_needs,school_safe,job_satisfaction,emph_investigation,bio_coverage,chem_coverage,phys_coverage,earth_coverage,edu_level,study_stem,study_edu,mmat_avg,ssci_avg,malg_avg,mapp_avg,mdat_avg,mgeo_avg,mkno_avg,mnum_avg,mrea_avg,sapp_avg,sbio_avg,sche_avg,sear_avg,skno_avg,sphy_avg,srea_avg
268,5132,51320505,513205,5,Earth science,27.0,Female,50–59,0.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,16.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,90.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,,,,,,,,2.0,30.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,None,Georgian,13.86227,9.6191,13.87035,11.74559,8.0387,Very High Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,Less than Half the Lessons,,,,100.0,ISCED Level 7,1,1,449.9531096923077,459.4111707692307,469.9828903076923,,427.79236661538465,441.87306830769234,,447.73965169230775,,454.0474050769231,461.79827769230775,469.82827369230773,439.33527784615393,483.5086584615384,446.8969069230769,452.25206338461544
268,5133,51330202,513302,2,Physics,48.0,Female,60 or more,3.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,29.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,80.0,3.0,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,,,,,,,,1.0,30.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,Less than 6 hours,Georgian,7.62867,9.11668,13.87035,11.74559,6.6219,Medium Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,Less than Half the Lessons,,,28.57143,,ISCED Level 7,1,1,336.19140372727276,335.9208109090909,349.2025498181819,,289.2897986363636,324.5994490909091,,335.96096936363637,,341.49022836363633,348.2383906363636,344.4204604545455,342.63586472727275,341.17257254545456,297.99355318181813,314.21310636363637
268,5133,51330303,513303,3,Biology,24.0,Female,40–49,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,29.0,28.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,80.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,30.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,More than 35 hours,Georgian,7.30893,11.28828,10.58171,9.7693,8.0387,Medium Emphasis,Not Limited,Very Safe and Orderly,Satisfied,Less than Half the Lessons,57.14286,,,,ISCED Level 7,1,1,336.19140372727276,335.9208109090909,349.2025498181819,,289.2897986363636,324.5994490909091,,335.96096936363637,,341.49022836363633,348.2383906363636,344.4204604545455,342.63586472727275,341.17257254545456,297.99355318181813,314.21310636363637
268,5133,51330351,513303,51,Physics,24.0,Female,40–49,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,29.0,28.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,80.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,30.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,More than 35 hours,Georgian,7.30893,11.28828,10.58171,9.7693,8.0387,Medium Emphasis,Not Limited,Very Safe and Orderly,Satisfied,Less than Half the Lessons,,,,,ISCED Level 7,1,1,336.19140372727276,335.9208109090909,349.2025498181819,,289.2897986363636,324.5994490909091,,335.96096936363637,,341.49022836363633,348.2383906363636,344.4204604545455,342.63586472727275,341.17257254545456,297.99355318181813,314.21310636363637
268,5133,51330404,513304,4,Earth science,18.0,Male,40–49,3.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,28.0,0.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,180.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,0.0,1.0,1.0,0.0,,,,,,,,2.0,30.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,6–15 hours,Georgian,6.97746,8.63238,8.78337,8.48286,6.51309,Medium Emphasis,Somewhat Limited,Safe and Orderly,Satisfied,Less than Half the Lessons,,,,100.0,ISCED Level 7,1,1,336.19140372727276,335.9208109090909,349.2025498181819,,289.2897986363636,324.5994490909091,,335.96096936363637,,341.49022836363633,348.2383906363636,344.4204604545455,342.63586472727275,341.17257254545456,297.99355318181813,314.21310636363637
268,5134,51340202,513402,2,Physics,40.0,Female,60 or more,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,26.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,,,,,,,,2.0,30.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,16–35 hours,Georgian,8.54651,9.11668,8.78337,11.74559,6.51309,Medium Emphasis,Somewhat Limited,Safe and Orderly,Very Satisfied,Less than Half the Lessons,,,71.42857,,ISCED Level 7,1,1,430.65685961904757,419.74193838095243,431.041028,,386.8775235238096,407.90580809523806,,426.72288828571436,,406.82427733333344,424.67343857142856,420.4875598095238,405.1411802857143,426.6938147619048,396.18347038095243,405.5096023809524
268,5134,51340207,513402,7,Physics,40.0,Female,60 or more,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,30.0,0.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,,,,,,,,2.0,30.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,16–35 hours,Georgian,9.74934,8.63238,10.07263,11.74559,6.51309,Medium Emphasis,Somewhat Limited,Safe and Orderly,Very Satisfied,Less than Half the Lessons,,,66.66667,,ISCED Level 7,1,1,484.73483300000004,469.72529445454546,493.06269327272736,,454.56631745454547,475.7517918181818,,485.72558336363636,,462.0350541818183,462.7026613636363,482.4599087272727,435.27787618181816,471.2007778181818,469.1939449090909,469.2609176363636
268,5134,51340303,513403,3,Biology,19.0,Female,40–49,3.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,26.0,0.0,3.0,3.0,0.0,1.0,3.0,1.0,3.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,More than 35 hours,Georgian,8.54651,9.6191,9.61153,11.74559,6.51309,Medium Emphasis,Somewhat Limited,Safe and Orderly,Very Satisfied,Less than Half the Lessons,71.42857,,,,ISCED Level 7,1,1,430.65685961904757,419.74193838095243,431.041028,,386.8775235238096,407.90580809523806,,426.72288828571436,,406.82427733333344,424.67343857142856,420.4875598095238,405.1411802857143,426.6938147619048,396.18347038095243,405.5096023809524
268,5134,51340404,513404,4,Chemistry,45.0,Female,60 or more,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,27.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,120.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,0.0,0.0,,,,,,,,2.0,15.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6–15 hours,Georgian,10.65284,9.6191,11.14932,11.74559,11.67481,High Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,About Half the Lessons or More,,87.5,,,ISCED Level 7,1,1,430.65685961904757,419.74193838095243,431.041028,,386.8775235238096,407.90580809523806,,426.72288828571436,,406.82427733333344,424.67343857142856,420.4875598095238,405.1411802857143,426.6938147619048,396.18347038095243,405.5096023809524
268,5134,51340409,513404,9,Chemistry,45.0,Female,60 or more,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,29.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,120.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,0.0,0.0,,,,,,,,2.0,15.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6–15 hours,Georgian,10.65284,9.6191,11.14932,11.74559,11.67481,High Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,About Half the Lessons or More,,87.5,,,ISCED Level 7,1,1,484.73483300000004,469.72529445454546,493.06269327272736,,454.56631745454547,475.7517918181818,,485.72558336363636,,462.0350541818183,462.7026613636363,482.4599087272727,435.27787618181816,471.2007778181818,469.1939449090909,469.2609176363636
268,5134,51340505,513405,5,Earth science,,Female,40–49,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,26.0,0.0,2.0,3.0,0.0,1.0,3.0,3.0,3.0,120.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,2.0,30.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,16–35 hours,Georgian,10.65284,11.28828,12.56459,11.74559,8.81776,High Emphasis,Not Limited,Very Safe and Orderly,Very Satisfied,Less than Half the Lessons,,,,100.0,ISCED Level 7,1,1,430.65685961904757,419.74193838095243,431.041028,,386.8775235238096,407.90580809523806,,426.72288828571436,,406.82427733333344,424.67343857142856,420.4875598095238,405.1411802857143,426.6938147619048,396.18347038095243,405.5096023809524
268,5134,51340808,513408,8,Biology,10.0,Female,50–59,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,80.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,,,,,,,,2.0,15.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,Georgian,11.48229,9.6191,12.56459,10.25874,8.0387,High Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,Less than Half the Lessons,71.42857,,,,ISCED Level 7,1,1,484.73483300000004,469.72529445454546,493.06269327272736,,454.56631745454547,475.7517918181818,,485.72558336363636,,462.0350541818183,462.7026613636363,482.4599087272727,435.27787618181816,471.2007778181818,469.1939449090909,469.2609176363636
268,5134,51341010,513410,10,Earth science,27.0,Female,50–59,3.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,29.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,80.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,,,,,,,,2.0,15.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,More than 35 hours,Georgian,11.25098,12.67245,12.56459,11.74559,8.81776,High Emphasis,Not Limited,Very Safe and Orderly,Very Satisfied,Less than Half the Lessons,,,,100.0,ISCED Level 7,1,1,484.73483300000004,469.72529445454546,493.06269327272736,,454.56631745454547,475.7517918181818,,485.72558336363636,,462.0350541818183,462.7026613636363,482.4599087272727,435.27787618181816,471.2007778181818,469.1939449090909,469.2609176363636
268,5135,51350202,513502,2,Physics,40.0,Male,50–59,1.0,0.0,0.0,2.0,3.0,1.0,3.0,1.0,4.0,0.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,90.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,,,,,,,,3.0,15.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6–15 hours,Georgian,9.14714,9.6191,9.61153,11.74559,8.81776,Medium Emphasis,Somewhat Limited,Safe and Orderly,Very Satisfied,Less than Half the Lessons,,,85.71429,,ISCED Level 7,1,1,528.5328786666668,464.8661366666667,546.5396946666666,,442.1489260000001,497.1616873333334,,540.7617313333334,,479.239308,448.0509293333334,485.0936606666667,424.52542466666665,479.10597333333334,498.73175466666663,446.6187186666668
268,5135,51350303,513503,3,Chemistry,48.0,Female,60 or more,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,67.0,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,3.0,30.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,Georgian,8.24467,10.02969,11.78998,10.25874,8.93451,Medium Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,Less than Half the Lessons,,87.5,,,ISCED Level 7,1,1,528.5328786666668,464.8661366666667,546.5396946666666,,442.1489260000001,497.1616873333334,,540.7617313333334,,479.239308,448.0509293333334,485.0936606666667,424.52542466666665,479.10597333333334,498.73175466666663,446.6187186666668
268,5135,51350351,513503,51,Biology,48.0,Female,60 or more,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,67.0,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,3.0,30.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,Georgian,8.24467,10.02969,11.78998,10.25874,8.93451,Medium Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,Less than Half the Lessons,71.42857,,,,ISCED Level 7,1,1,528.5328786666668,464.8661366666667,546.5396946666666,,442.1489260000001,497.1616873333334,,540.7617313333334,,479.239308,448.0509293333334,485.0936606666667,424.52542466666665,479.10597333333334,498.73175466666663,446.6187186666668
268,5135,51350404,513504,4,Earth science,37.0,Female,60 or more,0.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,4.0,0.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,90.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,More than 35 hours,Georgian,9.74934,10.14509,9.61153,11.74559,10.24199,Medium Emphasis,Somewhat Limited,Safe and Orderly,Very Satisfied,Less than Half the Lessons,,,,50.0,ISCED Level 7,1,1,528.5328786666668,464.8661366666667,546.5396946666666,,442.1489260000001,497.1616873333334,,540.7617313333334,,479.239308,448.0509293333334,485.0936606666667,424.52542466666665,479.10597333333334,498.73175466666663,446.6187186666668
268,5136,51360202,513602,2,Physics,50.0,Female,60 or more,2.0,2.0,2.0,3.0,2.0,,2.0,0.0,21.0,1.0,3.0,3.0,,,3.0,3.0,3.0,120.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,,1.0,0.0,0.0,,1.0,,,,2.0,30.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,6–15 hours,Georgian,15.36486,10.34572,13.87035,11.74559,11.31862,Very High Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,About Half the Lessons or More,,,42.85714,,ISCED Level 7,1,1,422.6761366153847,431.34850861538456,437.04856369230777,,408.36435769230764,411.1995506153846,,435.1549055384615,,421.5774247692309,430.7032727692307,443.4911341538461,415.8038612307692,437.6499984615384,412.44837138461537,437.58051769230775
268,5136,51360303,513603,3,Biology,8.0,Female,30–39,3.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,17.0,0.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,80.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,,,,,,,,2.0,60.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,More than 35 hours,Georgian,9.14714,9.6191,9.61153,10.25874,8.0387,Medium Emphasis,Somewhat Limited,Safe and Orderly,Very Satisfied,Less than Half the Lessons,42.85714,,,,ISCED Level 7,1,1,422.6761366153847,431.34850861538456,437.04856369230777,,408.36435769230764,411.1995506153846,,435.1549055384615,,421.5774247692309,430.7032727692307,443.4911341538461,415.8038612307692,437.6499984615384,412.44837138461537,437.58051769230775
268,5136,51360404,513604,4,Chemistry,26.0,Female,50–59,2.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,,0.0,3.0,,0.0,3.0,3.0,1.0,3.0,90.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,30.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,More than 35 hours,Georgian,10.65284,10.14509,10.07263,7.74231,11.67481,High Emphasis,Somewhat Limited,Safe and Orderly,Satisfied,About Half the Lessons or More,,75.0,,,ISCED Level 7,1,1,422.6761366153847,431.34850861538456,437.04856369230777,,408.36435769230764,411.1995506153846,,435.1549055384615,,421.5774247692309,430.7032727692307,443.4911341538461,415.8038612307692,437.6499984615384,412.44837138461537,437.58051769230775
268,5136,51360505,513605,5,Earth science,21.0,Female,40–49,3.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,17.0,0.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,80.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,More than 35 hours,Georgian,10.05102,9.6191,13.87035,8.48286,10.24199,High Emphasis,Somewhat Limited,Very Safe and Orderly,Satisfied,Less than Half the Lessons,,,,100.0,ISCED Level 7,1,1,422.6761366153847,431.34850861538456,437.04856369230777,,408.36435769230764,411.1995506153846,,435.1549055384615,,421.5774247692309,430.7032727692307,443.4911341538461,415.8038612307692,437.6499984615384,412.44837138461537,437.58051769230775
268,5137,51370202,513702,2,Physics,,Female,60 or more,1.0,1.0,,2.0,2.0,1.0,,1.0,7.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,,3.0,3.0,2.0,2.0,,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,,,,,,,,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,6–15 hours,Georgian,11.24831,11.57939,10.07263,11.74559,11.31086,High Emphasis,Not Limited,Safe and Orderly,Very Satisfied,About Half the Lessons or More,,,100.0,,ISCED Level 7,1,1,463.374747,467.50313166666666,475.285276,,437.6526486666667,466.61520700000005,,467.79906966666675,,468.5535806666667,460.9236073333334,498.82037833333334,447.01700966666664,466.9492016666666,447.6486726666667,449.6984746666667
268,5137,51370303,513703,3,Biology,30.0,Female,60 or more,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,7.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,,,,,1.0,1.0,1.0,2.0,2.0,1.0,15.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,Less than 6 hours,Georgian,10.05102,10.14509,11.71269,6.74486,8.81776,High Emphasis,Somewhat Limited,Very Safe and Orderly,Less than Satisfied,Less than Half the Lessons,71.42857,,,,ISCED Level 7,1,1,463.374747,467.50313166666666,475.285276,,437.6526486666667,466.61520700000005,,467.79906966666675,,468.5535806666667,460.9236073333334,498.82037833333334,447.01700966666664,466.9492016666666,447.6486726666667,449.6984746666667
268,5137,51370404,513704,4,Chemistry,35.0,Female,60 or more,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,90.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,0.0,0.0,,,,,,,,2.0,30.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,More than 35 hours,Georgian,10.05102,10.69865,12.56459,11.74559,8.81776,High Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,Less than Half the Lessons,,50.0,,,ISCED Level 7,1,1,463.374747,467.50313166666666,475.285276,,437.6526486666667,466.61520700000005,,467.79906966666675,,468.5535806666667,460.9236073333334,498.82037833333334,447.01700966666664,466.9492016666666,447.6486726666667,449.6984746666667
268,5137,51370505,513705,5,Earth science,47.0,Male,60 or more,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,3.0,1.0,0.0,2.0,3.0,3.0,3.0,90.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,3.0,30.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,More than 35 hours,Georgian,11.85103,11.93195,11.78998,11.74559,8.0387,High Emphasis,Not Limited,Very Safe and Orderly,Very Satisfied,Less than Half the Lessons,,,,100.0,ISCED Level 7,1,1,463.374747,467.50313166666666,475.285276,,437.6526486666667,466.61520700000005,,467.79906966666675,,468.5535806666667,460.9236073333334,498.82037833333334,447.01700966666664,466.9492016666666,447.6486726666667,449.6984746666667
268,5138,51380202,513802,2,Physics,23.0,Female,60 or more,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,28.0,0.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,90.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,More than 35 hours,Georgian,9.99961,11.28828,11.14932,11.74559,13.33488,High Emphasis,Not Limited,Very Safe and Orderly,Very Satisfied,About Half the Lessons or More,,,71.42857,,ISCED Level 7,1,1,419.99797225000003,416.49354249999993,434.32032724999993,,381.33861025000004,413.23102150000017,,419.51348375,,416.9393485,415.7609090833334,416.63874525,404.1318471666666,423.5695044166667,401.00871258333336,416.97348525
268,5138,51380303,513803,3,Biology,13.0,Female,30–39,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,90.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,15.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,6–15 hours,Georgian,8.60126,7.67828,8.78337,10.25874,8.81776,Medium Emphasis,Somewhat Limited,Safe and Orderly,Very Satisfied,Less than Half the Lessons,57.14286,,,,ISCED Level 7,1,1,419.99797225000003,416.49354249999993,434.32032724999993,,381.33861025000004,413.23102150000017,,419.51348375,,416.9393485,415.7609090833334,416.63874525,404.1318471666666,423.5695044166667,401.00871258333336,416.97348525
268,5138,51380404,513804,4,Chemistry,25.0,Male,50–59,3.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0,28.0,0.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,90.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6–15 hours,Georgian,7.93956,11.28828,11.14932,9.22836,6.51309,Medium Emphasis,Not Limited,Very Safe and Orderly,Satisfied,Less than Half the Lessons,,75.0,,,ISCED Level 7,1,1,419.99797225000003,416.49354249999993,434.32032724999993,,381.33861025000004,413.23102150000017,,419.51348375,,416.9393485,415.7609090833334,416.63874525,404.1318471666666,423.5695044166667,401.00871258333336,416.97348525
268,5138,51380505,513805,5,Earth science,24.0,Female,60 or more,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,88.0,0.0,1.0,3.0,0.0,3.0,3.0,3.0,3.0,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,2.0,2.0,,2.0,2.0,More than 35 hours,Georgian,10.65284,15.29511,12.56459,10.25874,9.83696,High Emphasis,Not Limited,Very Safe and Orderly,Very Satisfied,Less than Half the Lessons,,,,75.0,ISCED Level 7,1,1,419.99797225000003,416.49354249999993,434.32032724999993,,381.33861025000004,413.23102150000017,,419.51348375,,416.9393485,415.7609090833334,416.63874525,404.1318471666666,423.5695044166667,401.00871258333336,416.97348525
268,5140,51400202,514002,2,Chemistry,15.0,Male,50–59,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,45.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,,,,,,,,1.0,30.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,More than 35 hours,Georgian,10.35236,9.11668,10.07263,10.25874,8.81776,High Emphasis,Somewhat Limited,Safe and Orderly,Very Satisfied,Less than Half the Lessons,,75.0,,,ISCED Level 7,1,1,582.1496193333334,541.6944,596.3557946666666,,551.970588,539.2017226666667,,587.4167413333334,,539.53681,562.0990893333334,552.2186426666667,496.2742186666667,561.0854453333333,558.6490560000001,506.6497453333333
268,5140,51400251,514002,51,Physics,15.0,Male,50–59,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,45.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,,,,,,,,1.0,30.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,More than 35 hours,Georgian,10.35236,9.11668,10.07263,10.25874,8.81776,High Emphasis,Somewhat Limited,Safe and Orderly,Very Satisfied,Less than Half the Lessons,,,,,ISCED Level 7,1,1,582.1496193333334,541.6944,596.3557946666666,,551.970588,539.2017226666667,,587.4167413333334,,539.53681,562.0990893333334,552.2186426666667,496.2742186666667,561.0854453333333,558.6490560000001,506.6497453333333
