IDCNTRY,IDSCHOOL,IDTEALIN,IDTEACH,IDLINK,experience,sex,age,prob_class_size,prob_much_material,prob_much_time,prob_need_prep,prob_need_class_time,prob_much_pressure,prob_change_material,prob_admin_tasks,class_size,stud_lang_diff,style_daily_lives,style_explain_work,style_challenge,style_discussion,style_link_previous,style_procedures,style_express_ideas,class_time,stud_explain_new,stud_explain_solve,stud_memorize,stud_practice,stud_apply,stud_class_work,stud_heterogeneous,stud_homogenous,computer_math,computer_stud,computer_class,computer_school,computer_class_freq,computer_low_freq,computer_high_freq,computer_spec_freq,hw_freq,hw_time,hw_correct,hw_self_correct,hw_discuss,hw_complete,hw_graded,assess_observe,assess_ask,assess_short,assess_long,assess_projects,pd_hours,language,school_acad_focus_score,limited_by_needs_score,school_safe_score,job_satisfaction_score,school_acad_focus,limited_by_needs,school_safe,job_satisfaction,num_coverage,alg_coverage,geo_coverage,data_coverage,edu_level,study_stem,study_edu,mmat_avg,ssci_avg,malg_avg,mapp_avg,mdat_avg,mgeo_avg,mkno_avg,mnum_avg,mrea_avg,sapp_avg,sbio_avg,sche_avg,sear_avg,skno_avg,sphy_avg,srea_avg
268,5015,50150101,501501,1,5.0,Female,40–49,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,22.0,0.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,140.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,,,,,,,,4.0,60.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,16–35 hours,Georgian,8.24467,7.18242,10.58171,9.22836,Medium Emphasis,Very Limited,Very Safe and Orderly,Satisfied,100.0,71.42857,66.66667,66.66667,ISCED Level 6,1,1,451.63081899999986,430.26807049999996,462.29734139999994,,431.1374757999999,435.0561885,,461.616124,,427.21024879999993,432.27273699999995,436.40098880000005,408.74948319999993,436.82910860000004,430.3534562,428.4266286
268,5016,50160101,501601,1,46.0,Female,60 or more,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,28.0,0.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,240.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,,,,,,,,4.0,30.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,16–35 hours,Georgian,10.35236,8.63238,8.78337,10.25874,High Emphasis,Somewhat Limited,Safe and Orderly,Very Satisfied,100.0,42.85714,33.33333,0.0,ISCED Level 7,1,1,453.5484721666666,454.84878016666676,454.73219,,421.4726310000001,449.9846870833333,,447.2376738333335,,450.7339461666667,465.0541515,463.83991675,430.85662325,460.2596470833333,438.66380758333327,453.14306258333335
268,5017,50170505,501705,5,20.0,Female,50–59,3.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,28.0,0.0,3.0,3.0,0.0,1.0,3.0,3.0,2.0,240.0,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,30.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,More than 35 hours,Georgian,11.25098,10.69865,10.07263,10.25874,High Emphasis,Somewhat Limited,Safe and Orderly,Very Satisfied,,,,,ISCED Level 7,1,1,464.0722611818181,447.28559881818177,475.3517892727272,,429.3918868181818,445.4518316363637,,467.2385497272726,,441.62653863636365,457.8711773636363,467.59839354545454,422.04892036363634,449.0270633636364,428.84557045454545,437.00229418181823
268,5017,50170510,501705,10,20.0,Female,50–59,3.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,22.0,0.0,3.0,3.0,0.0,1.0,3.0,3.0,2.0,240.0,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,30.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,More than 35 hours,Georgian,11.25098,10.14509,10.07263,10.25874,High Emphasis,Somewhat Limited,Safe and Orderly,Very Satisfied,,,,,ISCED Level 7,1,1,489.21612104,472.60734055999995,505.2586976799999,,471.9000184800001,488.8581122399999,,489.4783883999999,,470.70186936000005,477.1235968799998,491.5594952799999,453.89534368,481.2264592799999,457.61947512000006,471.14073383999994
268,5020,50200101,502001,1,10.0,Female,30–39,3.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,29.0,0.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,360.0,1.0,0.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,,,,,,,,3.0,60.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,16–35 hours,Georgian,10.95225,7.67828,11.14932,10.25874,High Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,100.0,85.71429,50.0,66.66667,ISCED Level 7,1,1,608.0331752000001,530.70053592,639.0540794399999,,573.8319759999999,595.94202184,,630.2429164,,534.1937036,531.51914,561.9780964,506.47996472,559.4061999200001,540.84468256,523.48603928
268,5020,50200303,502003,3,25.0,Female,40–49,3.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,27.0,0.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,405.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,60.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,6–15 hours,Georgian,9.74934,10.14509,10.07263,10.25874,Medium Emphasis,Somewhat Limited,Safe and Orderly,Very Satisfied,100.0,57.14286,66.66667,0.0,ISCED Level 7,1,1,632.2793480000001,566.9299903333332,661.6132022500002,,608.7274230833334,618.0719706666667,,660.6335443333334,,574.2124627500001,554.4730863333333,588.9601328333334,553.9747,592.1883770000001,582.36611725,546.5978620000001
268,5021,50210101,502101,1,36.0,Female,60 or more,2.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,29.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,180.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,0.0,,,,,,,,4.0,60.0,2.0,2.0,2.0,2.0,2.0,,,,,,More than 35 hours,Georgian,17.78068,11.93195,13.87035,11.74559,Very High Emphasis,Not Limited,Very Safe and Orderly,Very Satisfied,100.0,71.42857,66.66667,66.66667,ISCED Level 7,1,1,469.4875726153845,446.2518194615384,486.7697978461538,,429.9872340000001,460.8735889230769,,478.01877853846156,,441.6294960769231,449.79486153846153,458.47913638461546,431.143318,448.81486753846156,424.96292361538457,434.8370165384614
268,5022,50220101,502201,1,16.0,Male,50–59,3.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,27.0,0.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,160.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,,,,,,,,4.0,60.0,2.0,2.0,1.0,2.0,2.0,,,,,,16–35 hours,Georgian,9.14714,10.69865,10.07263,9.7693,Medium Emphasis,Somewhat Limited,Safe and Orderly,Satisfied,100.0,57.14286,66.66667,50.0,ISCED Level 7,1,1,436.2392761052632,433.4800547368421,446.17428852631576,,411.1654374736841,424.18598768421066,,438.81878726315796,,421.42732136842096,431.17236989473685,443.1248306315791,425.44077221052635,438.69879052631586,437.8534769473684,413.1630200000001
268,5022,50220505,502205,5,35.0,Male,50–59,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,0.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,160.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,30.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,More than 35 hours,Georgian,9.44792,10.69865,11.14932,8.48286,Medium Emphasis,Somewhat Limited,Very Safe and Orderly,Satisfied,100.0,71.42857,83.33333,66.66667,ISCED Level 7,1,1,482.63495827272726,461.0971484545455,500.4263798181819,,455.2976162727271,465.95258727272727,,481.27169490909085,,452.6539823636363,464.6851673636365,467.9957472727272,456.8291678181819,465.23408136363645,454.20507027272726,452.85279654545445
268,5023,50230101,502301,1,38.0,Male,60 or more,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,30.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,360.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,,,,,,,,4.0,60.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,16–35 hours,Georgian,12.46787,12.67245,13.87035,11.74559,High Emphasis,Not Limited,Very Safe and Orderly,Very Satisfied,100.0,85.71429,66.66667,0.0,ISCED Level 7,1,1,641.5041115384615,574.6353857692308,659.9089854615385,,608.5259287692307,624.6142776923077,,673.5390631538462,,579.3115783076922,567.0096406153848,587.1268342307693,560.8791315384616,581.8892360769231,590.4305423076923,555.5130103846154
268,5023,50230606,502306,6,29.0,Female,40–49,3.0,1.0,0.0,0.0,3.0,3.0,2.0,1.0,28.0,0.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,360.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,60.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,6–15 hours,Georgian,11.25098,9.6191,11.14932,9.7693,High Emphasis,Somewhat Limited,Very Safe and Orderly,Satisfied,100.0,85.71429,66.66667,0.0,ISCED Level 7,1,1,659.5657373846154,581.8020794615386,669.8599673076923,,614.8525675384616,643.0744184615385,,675.4489816153847,,585.8228363846154,570.6574150000001,605.9300822307691,574.029448076923,601.498407,598.3604790769232,566.935756
268,5024,50240101,502401,1,24.0,Female,40–49,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,30.0,0.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,180.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,,,1.0,0.0,1.0,0.0,4.0,30.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,More than 35 hours,Georgian,10.35236,9.6191,11.14932,10.25874,High Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,100.0,85.71429,50.0,66.66667,ISCED Level 7,1,1,460.061359,469.1515738461539,476.07067053846146,,437.1514844615385,448.50709300000005,,459.26007376923076,,465.3158342307692,463.45737792307693,478.6649045384615,459.31061576923065,482.93168453846164,452.44918584615374,462.85939984615385
268,5024,50240404,502404,4,8.0,Female,50–59,3.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,28.0,0.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,180.0,2.0,,,,,,,,0.0,,,,,,,,4.0,30.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,6–15 hours,Georgian,8.24467,6.64377,9.18523,9.22836,Medium Emphasis,Very Limited,Safe and Orderly,Satisfied,,,,,ISCED Level 7,1,1,466.53576675,460.2210449166667,486.1681080000001,,452.39555358333337,458.77186683333343,,483.8607875833333,,455.32486666666676,457.6179433333334,477.4989090833333,454.94487683333324,466.46736491666667,462.9604029166666,449.6057453333333
268,5025,50250101,502501,1,35.0,Female,60 or more,3.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,22.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,180.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,,,,,,,,4.0,60.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,More than 35 hours,Georgian,10.95225,7.67828,10.58171,11.74559,High Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,100.0,57.14286,66.66667,0.0,ISCED Level 7,1,1,423.4471389473684,426.2761724210527,430.1967330526316,,397.3488087368421,418.49467473684217,,420.37511378947374,,412.68532021052624,413.84494126315786,419.70391305263166,395.8023542105264,427.51585757894736,399.34833515789484,415.21678431578954
268,5026,50260101,502601,1,30.0,Female,50–59,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,21.0,0.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,180.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,60.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,16–35 hours,Georgian,12.15607,10.14509,10.58171,11.74559,High Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,100.0,100.0,100.0,16.66667,ISCED Level 7,1,1,467.3541521052631,409.74783368421055,487.196477263158,,427.5588569473684,462.3485233684212,,481.1929691578947,,420.85923863157893,420.9615926315789,429.3772297894737,404.22584221052637,422.77262242105263,403.3860384210527,402.8435108421052
268,5028,50280303,502803,3,19.0,Female,40–49,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,29.0,0.0,2.0,2.0,0.0,1.0,3.0,2.0,2.0,180.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,,,,,,,,2.0,,,,,,,1.0,2.0,2.0,2.0,1.0,Less than 6 hours,Georgian,5.84602,8.63238,8.39631,9.22836,Medium Emphasis,Somewhat Limited,Safe and Orderly,Satisfied,100.0,71.42857,66.66667,66.66667,ISCED Level 7,1,1,485.3488079130435,449.8391913043478,490.1389766086957,,458.5587830434783,459.542526173913,,490.1548909565218,,437.19423400000005,444.3049436521738,459.3562245217392,420.9101719130434,457.5744346956522,436.2609602608695,434.11323017391305
268,5028,50280808,502808,8,18.0,Female,40–49,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,30.0,0.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,180.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,60.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,More than 35 hours,Georgian,9.44792,9.6191,11.78998,10.25874,Medium Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,100.0,100.0,100.0,100.0,ISCED Level 7,1,1,478.0368928333334,463.51504266666666,495.7923489166665,,451.31161833333334,472.3500933333333,,489.28635108333333,,455.3599545833333,463.16119483333335,475.1665918333333,441.53191233333337,461.46776241666663,451.2428714166667,452.3653455833333
268,5029,50290101,502901,1,22.0,Female,40–49,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,14.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,180.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,,,,,,,,4.0,60.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,More than 35 hours,Georgian,9.44792,5.18385,12.56459,11.17183,Medium Emphasis,Very Limited,Very Safe and Orderly,Very Satisfied,100.0,71.42857,66.66667,33.33333,ISCED Level 7,1,1,486.3874301538462,476.30630076923075,506.70399199999997,,448.83730384615376,494.36818446153853,,487.8117775384614,,440.561092,458.73124615384614,490.5532309230769,454.45948138461546,493.46242230769224,479.5308912307692,450.91232123076924
268,5031,50310101,503101,1,20.0,Female,40–49,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,25.0,0.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,180.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,,,,,,,,3.0,30.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,Less than 6 hours,Georgian,9.81272,11.93195,11.78998,10.25874,High Emphasis,Not Limited,Very Safe and Orderly,Very Satisfied,100.0,42.85714,50.0,0.0,ISCED Level 7,1,1,451.55437961904767,443.6437382857143,461.7173586666666,,421.2916563809525,425.81278523809533,,450.79374361904763,,433.7326341904761,430.97842190476183,429.32732838095245,425.416028,446.3362546666666,406.47824828571436,431.87847495238105
268,5032,50320101,503201,1,40.0,Female,60 or more,0.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,17.0,0.0,1.0,3.0,0.0,1.0,3.0,3.0,3.0,180.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,4.0,30.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,6–15 hours,Georgian,7.62867,7.67828,10.07263,9.22836,Medium Emphasis,Somewhat Limited,Safe and Orderly,Satisfied,100.0,71.42857,50.0,33.33333,ISCED Level 7,1,1,464.0449033333334,467.5179071666667,467.7784076666667,,422.55201399999993,455.41085533333336,,452.8939383333333,,451.34711833333336,449.18180349999994,487.62818466666664,432.50609583333335,453.83664933333336,434.0564806666668,445.0058454999999
268,5033,50330101,503301,1,41.0,Female,60 or more,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,25.0,0.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,180.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,,,,,,,,3.0,30.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,16–35 hours,Georgian,10.35236,10.14509,9.61153,9.7693,High Emphasis,Somewhat Limited,Safe and Orderly,Satisfied,100.0,57.14286,66.66667,50.0,ISCED Level 7,1,1,427.5191593636364,413.4148912727273,430.0257061818181,,399.99456136363636,406.3875264545455,,426.0506052727273,,405.8700462727272,413.5531468181818,420.53843818181826,393.1552338181818,436.17263427272735,401.24323909090907,403.26040409090905
268,5034,50340101,503401,1,7.0,Female,30–39,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,9.0,0.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,180.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,,,,,,,,4.0,30.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,16–35 hours,Georgian,10.65284,10.14509,10.58171,10.25874,High Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,100.0,57.14286,83.33333,83.33333,ISCED Level 6,1,1,417.24904325,452.740377,417.319541,,414.50524775,408.49837675,,424.43299375,,435.85459900000006,433.925447,446.91260800000003,406.11043474999997,453.58833050000004,417.93957025,434.19950174999997
268,5035,50350101,503501,1,17.0,Male,50–59,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,21.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,160.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,3.0,90.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,More than 35 hours,Georgian,10.05102,11.28828,11.78998,11.74559,High Emphasis,Not Limited,Very Safe and Orderly,Very Satisfied,100.0,71.42857,66.66667,83.33333,ISCED Level 3,1,1,388.77136536842113,377.80519810526323,398.45474842105267,,344.69582768421054,361.65866378947374,,386.7479547368421,,380.0361809473684,380.9254841052632,387.443822,369.06898789473684,395.1382152631579,344.3275682105263,351.47371842105264
268,5036,50360101,503601,1,6.0,Female,30–39,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,17.0,0.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,180.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,30.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,More than 35 hours,Georgian,10.05102,12.67245,12.56459,11.74559,High Emphasis,Not Limited,Very Safe and Orderly,Very Satisfied,100.0,57.14286,50.0,50.0,ISCED Level 7,1,1,432.680456,427.48681533333337,451.70889159999996,,410.63647466666674,436.966166,,428.3464604,,416.4120078666666,424.0292304,429.73252826666663,413.40915213333335,443.7232821333334,420.3877616,418.8147888000001
268,5037,50370101,503701,1,12.0,Female,40–49,0.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,18.0,0.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,225.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,4.0,90.0,2.0,1.0,2.0,2.0,2.0,,,,,,Less than 6 hours,Georgian,12.15607,10.14509,11.78998,10.25874,High Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,100.0,71.42857,83.33333,83.33333,ISCED Level 7,1,1,537.37005525,549.9300743750001,557.315827125,,503.12788599999993,537.539581625,,541.7093055,,538.69331775,547.739223,572.4147614999999,518.9807432499999,559.206769875,553.009276125,547.409107625
268,5040,50400101,504001,1,34.0,Female,50–59,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,0.0,2.0,3.0,2.0,2.0,180.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,0.0,1.0,1.0,1.0,,,0.0,4.0,60.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,More than 35 hours,Georgian,8.8469,12.67245,13.87035,10.25874,Medium Emphasis,Not Limited,Very Safe and Orderly,Very Satisfied,100.0,85.71429,83.33333,50.0,ISCED Level 7,1,1,363.062276,347.6813168,370.53835999999995,,324.0525836,364.83100720000004,,396.861094,,367.9937824,371.2807312000001,369.08866159999997,334.40059560000003,357.1110276,311.4445544,356.95089480000007
268,5041,50410101,504101,1,12.0,Female,40–49,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,20.0,0.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,180.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,15.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,16–35 hours,Georgian,11.55005,10.50088,11.78998,10.25874,High Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,100.0,57.14286,83.33333,50.0,ISCED Level 7,1,1,468.1530175,473.1656065,494.12461324999987,,442.280774875,457.1518812499999,,481.65890012499995,,468.2234752499999,493.214588625,485.30785062500007,469.58597000000003,480.7755817500001,449.8849732499999,463.35252625
268,5043,50430101,504301,1,,Male,50–59,3.0,2.0,1.0,0.0,2.0,1.0,3.0,0.0,29.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,160.0,1.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,,,,,,,,4.0,60.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,More than 35 hours,Georgian,9.44792,7.67828,11.14932,9.7693,Medium Emphasis,Somewhat Limited,Very Safe and Orderly,Satisfied,100.0,71.42857,66.66667,50.0,ISCED Level 7,1,1,418.4928194545455,399.23483727272736,430.0784361818182,,367.5597696363636,405.41677190909104,,432.0756744545455,,398.64399436363635,396.04876263636373,403.0868781818181,395.86679681818185,417.1104112727273,382.6121647272728,395.5877458181818
268,5044,50440101,504401,1,16.0,Female,40–49,3.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,31.0,0.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,180.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,0.0,,,,,,,,3.0,60.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,More than 35 hours,Georgian,9.74934,9.33005,9.18523,10.82008,Medium Emphasis,Somewhat Limited,Safe and Orderly,Very Satisfied,100.0,42.85714,33.33333,66.66667,ISCED Level 7,1,1,435.3708943846153,428.26550407692315,455.4915786153846,,387.9128786153847,416.3369843846154,,438.25276169230773,,419.66894476923085,421.01561053846154,427.197885,418.99623,439.9630604615385,412.46662807692303,412.2941002307692
268,5045,50450101,504501,1,26.0,Female,50–59,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,25.0,0.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,180.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,,1.0,0.0,0.0,1.0,3.0,60.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,16–35 hours,Georgian,10.95225,9.11668,12.56459,11.74559,High Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,100.0,57.14286,50.0,66.66667,ISCED Level 7,1,1,442.85446799999994,439.2203804545454,461.1804758181818,,433.6871396363635,430.4478597272727,,447.50117845454554,,427.1960566363637,439.3784847272728,445.6591594545455,437.5345045454545,448.8675973636364,423.2805781818181,433.73656418181815
268,5046,50460101,504601,1,23.0,Female,50–59,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,19.0,0.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,240.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,30.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,16–35 hours,Georgian,8.8469,9.6191,8.39631,9.7693,Medium Emphasis,Somewhat Limited,Safe and Orderly,Satisfied,100.0,57.14286,50.0,50.0,ISCED Level 7,1,1,413.537636,398.63589614285723,415.45797999999996,,374.9177101428572,397.9374618571428,,398.23731042857133,,401.9007198571429,418.881143,414.4482914285714,382.3421542857142,393.6702241428572,392.13231271428566,385.3600125714286
268,5048,50480101,504801,1,37.0,Female,60 or more,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,25.0,0.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,180.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,,,,,,,,4.0,30.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,More than 35 hours,Georgian,10.05102,10.22917,13.87035,11.74559,High Emphasis,Somewhat Limited,Very Safe and Orderly,Very Satisfied,100.0,71.42857,66.66667,66.66667,ISCED Level 7,1,1,374.923155,369.2301612,381.1741605000001,,336.46741499999996,348.8094033,,375.74398600000006,,356.4481881,375.8308879,381.65973440000005,371.67105469999996,383.47379910000006,359.8830429000001,355.6581931
268,5049,50490101,504901,1,27.0,Female,50–59,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,27.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,180.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,,,,,,,,2.0,60.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,16–35 hours,Georgian,8.54651,10.14509,8.01327,6.74486,Medium Emphasis,Somewhat Limited,Safe and Orderly,Less than Satisfied,100.0,57.14286,66.66667,33.33333,ISCED Level 7,1,1,462.05389190909085,459.43592509090917,471.4287061818182,,412.15635299999997,432.0506567272727,,455.3117273636363,,451.72254809090913,451.1295487272728,468.5434747272727,437.4524518181819,472.7903475454546,452.1061911818181,458.29322381818184
268,5051,50510101,505101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,425.9741323076923,414.4085526153847,439.46568615384615,,402.24981523076923,407.9740270769231,,425.75536338461546,,417.22973415384615,412.6028306153846,433.2449361538462,409.1543563076923,426.4523956923077,413.2035626153846,398.5708861538461
